complex	eggNOG
Respiratory chain complex I, mitochondrial	0J0BK@euNOG
Respiratory chain complex I, mitochondrial	0IYXZ@euNOG
Caveolar macromolecular signaling complex	KOG3656@euNOG
Caveolar macromolecular signaling complex	KOG1113@euNOG
Caveolar macromolecular signaling complex	0IXSQ@euNOG
Caveolar macromolecular signaling complex	KOG0099@euNOG
Caveolar macromolecular signaling complex	KOG3619@euNOG
Caveolar macromolecular signaling complex	KOG2301@euNOG
Caveolar macromolecular signaling complex	KOG0211@euNOG
MCM complex	KOG0479@euNOG
MCM complex	KOG0478@euNOG
MCM complex	KOG0481@euNOG
MCM complex	KOG0482@euNOG
MCM complex	KOG0480@euNOG
ORC complex (origin recognition complex)	KOG2543@euNOG
ORC complex (origin recognition complex)	KOG2228@euNOG
ORC complex (origin recognition complex)	KOG1514@euNOG
ORC complex (origin recognition complex)	KOG2928@euNOG
ORC complex (origin recognition complex)	KOG2538@euNOG
ORC complex (origin recognition complex)	KOG4557@euNOG
Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	KOG1724@euNOG
Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	KOG2166@euNOG
Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)	0IQD2@euNOG
Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	KOG2930@euNOG
Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	KOG2167@euNOG
Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)	KOG1897@euNOG
Succinyl-CoA synthetase, GDP-forming	KOG1255@euNOG
Succinyl-CoA synthetase, GDP-forming	KOG1447@euNOG
Succinyl-CoA synthetase, ADP-forming	KOG1255@euNOG
Succinyl-CoA synthetase, ADP-forming	KOG2799@euNOG
Egasyn-glucuronidase complex	KOG2024@euNOG
Egasyn-glucuronidase complex	KOG1516@euNOG
Glucosidase 2	KOG2397@euNOG
Glucosidase 2	KOG1066@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG0190@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG0020@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG0101@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG0880@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG1879@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG0713@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG3358@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG0104@euNOG
(ER)-localized multiprotein complex, Ig heavy chains associated	KOG0027@euNOG
Nitric oxide synthase-dystrophin complex, skeletal muscle	0IMEA@euNOG
Nitric oxide synthase-dystrophin complex, skeletal muscle	KOG1158@euNOG
COX-2-Cav-3 complex	KOG2408@euNOG
COX-2-Cav-3 complex	0IXSQ@euNOG
H/ACA ribonucleoprotein complex	KOG2529@euNOG
H/ACA ribonucleoprotein complex	KOG3262@euNOG
H/ACA ribonucleoprotein complex	KOG3503@euNOG
H/ACA ribonucleoprotein complex	KOG3167@euNOG
Farnesyltransferase	KOG0530@euNOG
Farnesyltransferase	KOG0365@euNOG
Dlg1-Cav3-Kcna5 complex	KOG1545@euNOG
Dlg1-Cav3-Kcna5 complex	0IXSQ@euNOG
Dlg1-Cav3-Kcna5 complex	0ISRH@euNOG
Beta-dystroglycan-caveolin-3 complex	0IXSQ@euNOG
Beta-dystroglycan-caveolin-3 complex	KOG3781@euNOG
EXO1-MLH1-PMS2 complex	KOG1979@euNOG
EXO1-MLH1-PMS2 complex	KOG1978@euNOG
EXO1-MLH1-PMS2 complex	KOG2518@euNOG
EXO1-MLH1-PCNA complex	KOG1636@euNOG
EXO1-MLH1-PCNA complex	KOG1979@euNOG
EXO1-MLH1-PCNA complex	KOG2518@euNOG
MSH4-MSH5-GPS2 complex	KOG0220@euNOG
MSH4-MSH5-GPS2 complex	KOG0221@euNOG
MSH4-MSH5-GPS2 complex	0IH6X@euNOG
Molybdopterin synthase	KOG3307@euNOG
Molybdopterin synthase	KOG3474@euNOG
Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	KOG0906@euNOG
Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)	KOG1240@euNOG
18S U11/U12 snRNP	KOG0925@euNOG
18S U11/U12 snRNP	KOG0213@euNOG
18S U11/U12 snRNP	KOG3168@euNOG
18S U11/U12 snRNP	KOG1774@euNOG
18S U11/U12 snRNP	KOG3482@euNOG
18S U11/U12 snRNP	KOG1780@euNOG
18S U11/U12 snRNP	KOG3428@euNOG
18S U11/U12 snRNP	KOG3459@euNOG
18S U11/U12 snRNP	KOG3172@euNOG
18S U11/U12 snRNP	KOG3070@euNOG
18S U11/U12 snRNP	KOG2330@euNOG
18S U11/U12 snRNP	KOG1898@euNOG
18S U11/U12 snRNP	KOG0131@euNOG
18S U11/U12 snRNP	KOG2202@euNOG
18S U11/U12 snRNP	KOG0113@euNOG
18S U11/U12 snRNP	0IHT8@euNOG
18S U11/U12 snRNP	KOG1795@euNOG
18S U11/U12 snRNP	0IVC0@euNOG
18S U11/U12 snRNP	0IQXP@euNOG
18S U11/U12 snRNP	0IQ3T@euNOG
18S U11/U12 snRNP	0IW7F@euNOG
18S U11/U12 snRNP	KOG3485@euNOG
18S U11/U12 snRNP	KOG3454@euNOG
18S U11/U12 snRNP	KOG0114@euNOG
N-NOS-CHIP-HSP70-1 complex	KOG0101@euNOG
N-NOS-CHIP-HSP70-1 complex	KOG1158@euNOG
N-NOS-CHIP-HSP70-1 complex	KOG4642@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	0IK5M@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG0989@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG0991@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	0KD0C@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	0ITQ4@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG1979@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG0219@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG2310@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG0217@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG0351@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG0892@euNOG
BASC complex (BRCA1-associated genome surveillance complex)	KOG0962@euNOG
AQP2-binding multiprotein force generator complex	0KCUH@euNOG
AQP2-binding multiprotein force generator complex	KOG0031@euNOG
AQP2-binding multiprotein force generator complex	KOG0035@euNOG
AQP2-binding multiprotein force generator complex	KOG0223@euNOG
AQP2-binding multiprotein force generator complex	KOG0819@euNOG
AQP2-binding multiprotein force generator complex	KOG0676@euNOG
AQP2-binding multiprotein force generator complex	KOG0161@euNOG
AQP2-binding multiprotein force generator complex	KOG1003@euNOG
AQP2-binding multiprotein force generator complex	KOG0443@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG3902@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG4191@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG0263@euNOG
GCN5-TRRAP histone acetyltransferase complex	0ITQ4@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG0219@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG0217@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG3423@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG3334@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG1472@euNOG
GCN5-TRRAP histone acetyltransferase complex	KOG0889@euNOG
Succinate dehydrogenase complex II, mitochondrial	KOG2403@euNOG
Succinate dehydrogenase complex II, mitochondrial	KOG3049@euNOG
Succinate dehydrogenase complex II, mitochondrial	KOG4097@euNOG
Succinate dehydrogenase complex II, mitochondrial	0ISCV@euNOG
TFTC-type histone acetyl transferase complex	KOG1875@euNOG
TFTC-type histone acetyl transferase complex	0IF72@euNOG
TFTC-type histone acetyl transferase complex	KOG3575@euNOG
TFTC-type histone acetyl transferase complex	0IEFR@euNOG
TFTC-type histone acetyl transferase complex	KOG1472@euNOG
TFTC-type histone acetyl transferase complex	0ISJR@euNOG
TFTC-type histone acetyl transferase complex	KOG4512@euNOG
TFTC-type histone acetyl transferase complex	KOG3600@euNOG
TFTC-type histone acetyl transferase complex	KOG1883@euNOG
TFTC-type histone acetyl transferase complex	0IDXV@euNOG
TFTC-type histone acetyl transferase complex	KOG0889@euNOG
BP-SMAD complex	0KDJ3@euNOG
BP-SMAD complex	KOG3701@euNOG
BP-SMAD complex	0IFM8@euNOG
BP-SMAD complex	KOG0652@euNOG
BP-SMAD complex	KOG1123@euNOG
BP-SMAD complex	0IPD5@euNOG
BP-SMAD complex	KOG1721@euNOG
BP-SMAD complex	KOG1437@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG2341@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	0KDUJ@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG3902@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG4191@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG0263@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG2549@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG3423@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG1898@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG4011@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG1142@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG3334@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG1932@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG1472@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG0889@euNOG
Kir4.1-dystrophin complex, retinal Mueller cells	0IMEA@euNOG
Kir4.1-dystrophin complex, retinal Mueller cells	KOG3827@euNOG
Kir4.1-alpha-1-syntrophin complex	0IMRM@euNOG
Kir4.1-alpha-1-syntrophin complex	KOG3827@euNOG
Kir4.1-Aqp4 complex, retinal Mueller cells	KOG0223@euNOG
Kir4.1-Aqp4 complex, retinal Mueller cells	KOG3827@euNOG
Kir4.1-dystrobrevin complex, retinal Mueller cells	KOG3827@euNOG
Kir4.1-dystrobrevin complex, retinal Mueller cells	KOG4301@euNOG
MKP3-CK2alpha complex	KOG0668@euNOG
MKP3-CK2alpha complex	KOG1716@euNOG
CRB1-MPP5-INADL complex	0KD9D@euNOG
CRB1-MPP5-INADL complex	KOG0609@euNOG
MPP4-MPP5-CRB1 complex	0KD9D@euNOG
MPP4-MPP5-CRB1 complex	KOG0609@euNOG
InsP3R1-HAP1A-Htt complex	0ITRN@euNOG
InsP3R1-HAP1A-Htt complex	0IDZV@euNOG
InsP3R1-HAP1A-Htt complex	KOG4360@euNOG
Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	KOG2736@euNOG
Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	KOG2657@euNOG
Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	KOG3972@euNOG
Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)	KOG3402@euNOG
Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	KOG2736@euNOG
Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	KOG3972@euNOG
Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	KOG2657@euNOG
Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	KOG3402@euNOG
Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	KOG2736@euNOG
Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	KOG2657@euNOG
Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	KOG3972@euNOG
Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	KOG3402@euNOG
TFIID-beta complex	KOG2341@euNOG
TFIID-beta complex	KOG3302@euNOG
TFIID-beta complex	KOG0008@euNOG
TFIID-beta complex	KOG2549@euNOG
TFIID-beta complex	KOG3423@euNOG
TFIID-beta complex	KOG0263@euNOG
TFIID-beta complex	KOG3901@euNOG
TFIID-beta complex	KOG3219@euNOG
TFIID-beta complex	KOG4011@euNOG
TFIID-beta complex	KOG1142@euNOG
TFIID-beta complex	KOG3334@euNOG
TFIID-beta complex	KOG1932@euNOG
TFTC complex (TATA-binding protein-free TAF-II-containing complex)	KOG3901@euNOG
PCAF complex	KOG0457@euNOG
PCAF complex	KOG3902@euNOG
PCAF complex	KOG4191@euNOG
PCAF complex	KOG0263@euNOG
PCAF complex	KOG3423@euNOG
PCAF complex	KOG1142@euNOG
PCAF complex	KOG3334@euNOG
PCAF complex	KOG1472@euNOG
PCAF complex	KOG0889@euNOG
PCAF complex	KOG2549@euNOG
Prolyl 4-hydroxylase (alpha(I)-type)	KOG0190@euNOG
Prolyl 4-hydroxylase (alpha(I)-type)	KOG1591@euNOG
Prolyl 4-hydroxylase (alpha(II)-type)	KOG0190@euNOG
Prolyl 4-hydroxylase (alpha(II)-type)	KOG1591@euNOG
Prolyl 4-hydroxylase (alpha(III)-type)	KOG0190@euNOG
Prolyl 4-hydroxylase (alpha(III)-type)	KOG1591@euNOG
STAGA complex	0KDUJ@euNOG
STAGA complex	KOG3902@euNOG
STAGA complex	KOG4191@euNOG
STAGA complex	KOG0263@euNOG
STAGA complex	0INFQ@euNOG
STAGA complex	KOG3423@euNOG
STAGA complex	KOG1898@euNOG
STAGA complex	KOG1142@euNOG
STAGA complex	KOG3334@euNOG
STAGA complex	KOG1472@euNOG
STAGA complex	0IJ0B@euNOG
STAGA complex	KOG0889@euNOG
STAGA complex	KOG2549@euNOG
STAGA core complex	KOG3902@euNOG
STAGA core complex	KOG3334@euNOG
STAGA core complex	KOG1472@euNOG
Mupp1-Dlg4-Syngap1-CamkII complex	KOG3528@euNOG
Mupp1-Dlg4-Syngap1-CamkII complex	KOG0033@euNOG
Mupp1-Dlg4-Syngap1-CamkII complex	0ISRH@euNOG
Mupp1-Dlg4-Syngap1-CamkII complex	KOG3508@euNOG
TIF-IB complex	KOG3302@euNOG
TIF-IB complex	0IEFS@euNOG
TIF-IB complex	0IKUN@euNOG
TIF-IB complex	0IH3X@euNOG
cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex	KOG4637@euNOG
cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex	KOG0790@euNOG
cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex	KOG0200@euNOG
cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex	KOG3697@euNOG
cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex	KOG3601@euNOG
cRET-Shc-Grb2-Gab2-P85PI3K-Shp2 complex	0IEDA@euNOG
TFIID complex	KOG2341@euNOG
TFIID complex	KOG3302@euNOG
TFIID complex	KOG0008@euNOG
TFIID complex	KOG2549@euNOG
TFIID complex	KOG3423@euNOG
TFIID complex	KOG0263@euNOG
TFIID complex	KOG3901@euNOG
TFIID complex	KOG3219@euNOG
TFIID complex	KOG4011@euNOG
TFIID complex	KOG1142@euNOG
TFIID complex	KOG3334@euNOG
TFIID complex, B-cell specific	KOG2341@euNOG
TFIID complex, B-cell specific	KOG3302@euNOG
TFIID complex, B-cell specific	KOG0008@euNOG
TFIID complex, B-cell specific	KOG2549@euNOG
TFIID complex, B-cell specific	KOG3423@euNOG
TFIID complex, B-cell specific	KOG0263@euNOG
TFIID complex, B-cell specific	KOG3901@euNOG
TFIID complex, B-cell specific	KOG3219@euNOG
TFIID complex, B-cell specific	KOG4011@euNOG
TFIID complex, B-cell specific	KOG1142@euNOG
TFIID complex, B-cell specific	KOG3334@euNOG
WIP-WASp-actin-myosin-IIa complex	KOG4462@euNOG
WIP-WASp-actin-myosin-IIa complex	KOG0031@euNOG
WIP-WASp-actin-myosin-IIa complex	KOG0161@euNOG
WIP-WASp-actin-myosin-IIa complex	0KD2V@euNOG
WIP-WASp-actin-myosin-IIa complex	KOG0030@euNOG
WIP-WASp-actin-myosin-IIa complex	KOG0676@euNOG
Vezf1-p68RacGap complex	KOG1721@euNOG
Vezf1-p68RacGap complex	KOG4270@euNOG
TFIIA complex	0KCYA@euNOG
TFIIA complex	KOG3463@euNOG
DA complex	KOG2341@euNOG
DA complex	KOG3302@euNOG
DA complex	KOG0008@euNOG
DA complex	KOG2549@euNOG
DA complex	0KCYA@euNOG
DA complex	KOG3463@euNOG
DA complex	KOG3423@euNOG
DA complex	KOG0263@euNOG
DA complex	KOG3901@euNOG
DA complex	KOG3219@euNOG
DA complex	KOG4011@euNOG
DA complex	KOG1142@euNOG
DA complex	KOG3334@euNOG
DA complex	0KDGB@euNOG
DA complex	KOG1932@euNOG
DAB complex	KOG2341@euNOG
DAB complex	KOG3302@euNOG
DAB complex	KOG0008@euNOG
DAB complex	KOG2549@euNOG
DAB complex	0KCYA@euNOG
DAB complex	KOG3463@euNOG
DAB complex	KOG1597@euNOG
DAB complex	KOG3423@euNOG
DAB complex	KOG0263@euNOG
DAB complex	KOG3901@euNOG
DAB complex	KOG3219@euNOG
DAB complex	KOG4011@euNOG
DAB complex	KOG1142@euNOG
DAB complex	KOG3334@euNOG
DAB complex	0KDGB@euNOG
DAB complex	KOG1932@euNOG
TFIID complex	KOG1932@euNOG
TFIID complex	KOG4336@euNOG
Ryk-Wny1-Fzd8 complex	KOG3913@euNOG
Ryk-Wny1-Fzd8 complex	KOG1024@euNOG
Ryk-Wny1-Fzd8 complex	KOG3577@euNOG
Ryk-Wny1 complex	KOG3913@euNOG
Ryk-Wny1 complex	KOG1024@euNOG
Ryk-Wnt3a complex	KOG3913@euNOG
Ryk-Wnt3a complex	KOG1024@euNOG
Ryk-Dvl1 complex	KOG3571@euNOG
Ryk-Dvl1 complex	KOG1024@euNOG
Kir4.1-dystrophin complex	0IMEA@euNOG
Kir4.1-dystrophin complex	KOG3827@euNOG
TFIID complex	0KCX7@euNOG
AQP-1 regulatory complex	KOG0082@euNOG
AQP-1 regulatory complex	KOG4087@euNOG
AQP-1 regulatory complex	KOG0223@euNOG
AQP-1 regulatory complex	KOG0476@euNOG
AQP-1 regulatory complex	KOG3827@euNOG
Inner medullary AKAP-signaling complex	KOG0695@euNOG
Inner medullary AKAP-signaling complex	KOG1113@euNOG
Inner medullary AKAP-signaling complex	KOG0375@euNOG
Inner medullary AKAP-signaling complex	0IG9A@euNOG
Cytochrome bc1-complex, mitochondrial	0J5Z0@euNOG
Cytochrome bc1-complex, mitochondrial	KOG3440@euNOG
Cytochrome bc1-complex, mitochondrial	KOG3052@euNOG
Cytochrome bc1-complex, mitochondrial	KOG4663@euNOG
Cytochrome bc1-complex, mitochondrial	KOG1671@euNOG
Cytochrome bc1-complex, mitochondrial	KOG2583@euNOG
Cytochrome bc1-complex, mitochondrial	KOG4763@euNOG
Cytochrome bc1-complex, mitochondrial	KOG0960@euNOG
Cytochrome bc1-complex, mitochondrial	KOG4116@euNOG
AKAP5-PRKAR2A-PPP3CA complex	KOG1113@euNOG
AKAP5-PRKAR2A-PPP3CA complex	0IIWH@euNOG
AKAP5-PRKAR2A-PPP3CA complex	KOG0375@euNOG
AMY-1-S-AKAP84-RII-beta complex	KOG1113@euNOG
AMY-1-S-AKAP84-RII-beta complex	KOG2279@euNOG
AMY-1-S-AKAP84-RII-beta complex	0J2G0@euNOG
KCNQ1 macromolecular complex	KOG1113@euNOG
KCNQ1 macromolecular complex	KOG0616@euNOG
KCNQ1 macromolecular complex	KOG1419@euNOG
KCNQ1 macromolecular complex	KOG0374@euNOG
KCNQ1 macromolecular complex	0II47@euNOG
Polycystin-1-E-cadherin-beta-catenin complex	KOG3594@euNOG
Polycystin-1-E-cadherin-beta-catenin complex	KOG4203@euNOG
Polycystin-1-E-cadherin-beta-catenin complex	KOG3599@euNOG
Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	KOG3594@euNOG
Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	KOG4203@euNOG
Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	KOG3599@euNOG
Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex	KOG2668@euNOG
Yotiao-RII-NR1 complex	KOG1113@euNOG
Yotiao-RII-NR1 complex	KOG4440@euNOG
TIP60 histone acetylase complex	KOG0679@euNOG
TIP60 histone acetylase complex	KOG2747@euNOG
TIP60 histone acetylase complex	KOG2680@euNOG
TIP60 histone acetylase complex	KOG1942@euNOG
TIP60 histone acetylase complex	KOG0889@euNOG
NuA4/Tip60-HAT complex	KOG3149@euNOG
NuA4/Tip60-HAT complex	KOG0679@euNOG
NuA4/Tip60-HAT complex	KOG3001@euNOG
NuA4/Tip60-HAT complex	KOG2747@euNOG
NuA4/Tip60-HAT complex	KOG0391@euNOG
NuA4/Tip60-HAT complex	0IF07@euNOG
NuA4/Tip60-HAT complex	KOG2261@euNOG
NuA4/Tip60-HAT complex	KOG3856@euNOG
NuA4/Tip60-HAT complex	KOG2656@euNOG
NuA4/Tip60-HAT complex	KOG4051@euNOG
NuA4/Tip60-HAT complex	KOG1973@euNOG
NuA4/Tip60-HAT complex	KOG2680@euNOG
NuA4/Tip60-HAT complex	KOG1942@euNOG
NuA4/Tip60-HAT complex	KOG0889@euNOG
NuA4/Tip60-HAT complex	KOG2897@euNOG
XPA-ERCC1-ERCC4 complex	KOG2841@euNOG
XPA-ERCC1-ERCC4 complex	KOG4017@euNOG
XPA-ERCC1-ERCC4 complex	KOG0442@euNOG
M1 mAChR-TRPC6-multiprotein complex	KOG0696@euNOG
M1 mAChR-TRPC6-multiprotein complex	KOG4220@euNOG
M1 mAChR-TRPC6-multiprotein complex	KOG0375@euNOG
M1 mAChR-TRPC6-multiprotein complex	KOG0544@euNOG
M1 mAChR-TRPC6-multiprotein complex	KOG3609@euNOG
IMP3-IMP4-MPP10 complex	KOG2600@euNOG
IMP3-IMP4-MPP10 complex	KOG2781@euNOG
IMP3-IMP4-MPP10 complex	KOG4655@euNOG
M1 mAChR-TRPC6-PKC complex	KOG0696@euNOG
M1 mAChR-TRPC6-PKC complex	KOG4220@euNOG
TRAP complex	KOG3169@euNOG
TRAP complex	KOG0794@euNOG
TRAP complex	KOG1510@euNOG
TRAP complex	0IFPB@euNOG
TRAP complex	KOG3046@euNOG
TRAP complex	KOG4552@euNOG
TRAP complex	KOG3600@euNOG
TRAP complex	KOG4086@euNOG
Cytochrome c oxidase, mitochondrial	KOG4767@euNOG
Cytochrome c oxidase, mitochondrial	KOG4664@euNOG
Cytochrome c oxidase, mitochondrial	KOG4077@euNOG
Cytochrome c oxidase, mitochondrial	KOG4527@euNOG
Cytochrome c oxidase, mitochondrial	KOG3352@euNOG
Cytochrome c oxidase, mitochondrial	KOG4075@euNOG
Cytochrome c oxidase, mitochondrial	KOG3469@euNOG
Cytochrome c oxidase, mitochondrial	0IZJ9@euNOG
Cytochrome c oxidase, mitochondrial	KOG3057@euNOG
Cytochrome c oxidase, mitochondrial	0J3GK@euNOG
Cytochrome c oxidase, mitochondrial	0J4WR@euNOG
Cytochrome c oxidase, mitochondrial	0J83U@euNOG
IGF1-IGFBP3-ALS complex	0IJ2T@euNOG
IGF1-IGFBP3-ALS complex	0IHZU@euNOG
IGF1-IGFBP3-ALS complex	KOG0619@euNOG
SMCC complex	KOG4552@euNOG
DRIP complex	KOG0570@euNOG
DRIP complex	KOG1875@euNOG
DRIP complex	0IF72@euNOG
DRIP complex	KOG3169@euNOG
DRIP complex	KOG1105@euNOG
DRIP complex	KOG3575@euNOG
DRIP complex	0IEFR@euNOG
DRIP complex	0ISJR@euNOG
DRIP complex	KOG4552@euNOG
DRIP complex	KOG4512@euNOG
DRIP complex	KOG3600@euNOG
DRIP complex	KOG1883@euNOG
DRIP complex	0IDXV@euNOG
NOS3-CAV1-NOSTRIN complex	KOG1158@euNOG
NOS3-CAV1-NOSTRIN complex	0IV7A@euNOG
NOS3-CAV1-NOSTRIN complex	KOG4429@euNOG
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	KOG2534@euNOG
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	KOG3467@euNOG
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	KOG1745@euNOG
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	KOG1756@euNOG
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	KOG1744@euNOG
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex	KOG3100@euNOG
IFNAR1-IFNAR2-IFNB1 complex	0J0RY@euNOG
IFNAR1-IFNAR2-IFNB1 complex	0IKIP@euNOG
IFNAR1-IFNAR2-IFNB1 complex	0IHB9@euNOG
RHOA-IP3R-TRPC1 complex	KOG3609@euNOG
RHOA-IP3R-TRPC1 complex	KOG0393@euNOG
RHOA-IP3R-TRPC1 complex	0ITRN@euNOG
TRP1-G alpha-11-IP3R3-CAV1 signaling complex	KOG0085@euNOG
TRP1-G alpha-11-IP3R3-CAV1 signaling complex	KOG3609@euNOG
TRP1-G alpha-11-IP3R3-CAV1 signaling complex	0IV7A@euNOG
TRP1-G alpha-11-IP3R3-CAV1 signaling complex	0ITRN@euNOG
Channel complex TRPM6-TRPM7	KOG3614@euNOG
Channel complex TRPM6-TRPM7	0INBW@euNOG
Decapping complex	KOG0326@euNOG
Decapping complex	KOG1916@euNOG
Decapping complex	KOG2937@euNOG
Decapping complex	KOG2585@euNOG
Decapping complex	KOG2868@euNOG
Kir6.2-Sur1 complex	KOG0054@euNOG
Kir6.2-Sur1 complex	KOG3827@euNOG
LSm1-7 complex	KOG1782@euNOG
LSm1-7 complex	KOG3460@euNOG
LSm1-7 complex	KOG1783@euNOG
LSm1-7 complex	KOG1781@euNOG
LSm1-7 complex	KOG3448@euNOG
LSm1-7 complex	KOG1775@euNOG
LSm1-7 complex	KOG3293@euNOG
LSm2-8 complex	KOG1784@euNOG
LSm2-8 complex	KOG3460@euNOG
LSm2-8 complex	KOG1783@euNOG
LSm2-8 complex	KOG1781@euNOG
LSm2-8 complex	KOG3448@euNOG
LSm2-8 complex	KOG1775@euNOG
LSm2-8 complex	KOG3293@euNOG
F1F0-ATP synthase, mitochondrial	KOG3366@euNOG
F1F0-ATP synthase, mitochondrial	KOG4103@euNOG
F1F0-ATP synthase, mitochondrial	KOG4665@euNOG
F1F0-ATP synthase, mitochondrial	0J587@euNOG
F1F0-ATP synthase, mitochondrial	KOG3025@euNOG
F1F0-ATP synthase, mitochondrial	KOG1350@euNOG
F1F0-ATP synthase, mitochondrial	KOG4634@euNOG
F1F0-ATP synthase, mitochondrial	0INNH@euNOG
F1F0-ATP synthase, mitochondrial	KOG1353@euNOG
F1F0-ATP synthase, mitochondrial	KOG1758@euNOG
F1F0-ATP synthase, mitochondrial	KOG1531@euNOG
F1F0-ATP synthase, mitochondrial	KOG1662@euNOG
F1F0-ATP synthase, mitochondrial	KOG4092@euNOG
F1F0-ATP synthase, mitochondrial	KOG3495@euNOG
F1F0-ATP synthase, mitochondrial	KOG4326@euNOG
F1F0-ATP synthase, mitochondrial	0J2TJ@euNOG
Clathrin-CAP-1A-Na(v)1.8 channel complex	KOG0985@euNOG
Clathrin-CAP-1A-Na(v)1.8 channel complex	KOG2301@euNOG
Clathrin-CAP-1A-Na(v)1.8 channel complex	0IE5K@euNOG
Nuclear pore complex	KOG4714@euNOG
Nuclear pore complex	KOG4121@euNOG
Nuclear pore complex	KOG4521@euNOG
Nuclear pore complex	0IIH3@euNOG
